Empresa;Empresa|Sku;Produto;Descrição;Status Compras;Categoria;Marca;Comprador;Pareto;Meta;Full;St.Oportunidades;Vlr. Custo ($);Vlr. Venda ($);Vlr Ticket ($);Acum Meta (Q);Acum Realizado (Q);Acum Meta ($);Acum Realizado (C$);Acum Realizado ($);CMV Total ($);Lucro Bruto ($);Impostos ($);Impostos (%);Margem  (%);Meta Atual (Q);Meta Atual (C$);Meta Atual ($);Meta - Realizado (Q);Meta %;Meta St.;Meta Ating St. ; Necess. (Q) Atual.;Necess. (C$) Atual.;Necess. ($) Atual.;Reprojeção (Q);Reprojeção (C$);Reprojeção ($);Necess. (Q) Atual Rep;Necess. (C$) Atual Rep;Necess. ($) Atual Rep;Reprojeção x Meta (Q); Desvio Abaixo ($); Desvio Acima ($);Reprojeção - Realizado (Q);Nivel Estoque Rep %;Nivel Estoque Rep % St.  ;Estoque L1 (Q);Estoque L1 (C$);Estoque L1 ($);Estoque Bling (Q);Estoque Blin Ajust. (Q);Estoque Bling (C$);Estoque Bling ($);Estoque Full (Q);Estoque Full (C$);Estoque Full ($);Estoque Total (Q);Estoque Mínimo (Q);Est. Total x Est. Mínimo (Q);Estoque Total (C$);Estoque Total ($);Estoque Meta (Q);Estoque Meta (C$);Estoque Meta ($);Nivel Estoque %;Nivel Estoque St.;Nivel Estoque St. %;Reprojeção x Estoque (Q);Reprojeção x Estoque (C$);Reprojeção x Estoque ($);Reprojeção x Estoque Nec. (Q);Reprojeção x Estoque Nec. (C$);Reprojeção x Estoque Nec. ($);Pedidos Pendentes (Q);Pedidos Pendentes (C$);Pedidos Pendentes ($);999 Estoque (Q);999 Ped. Pendente (Q);999 Estoque + Ped Pendente (Q);999 Demanda Lojas 30d (Q);999 Disponível (Q);999 Disponível (C$);999 Disponível ($);Estoque Total + Ped. Pendente (Q);Estoque Total + Ped. Pendente (C$);Estoque Total + Ped. Pendente ($);Estoque Futuro 1 (Q);Estoque Futuro 1  (C$);Estoque Futuro 1  ($);Estoque Meta Seg (Q);Estoque Meta Seg (C$);Estoque Meta Seg ($);Meta Seguinte (Q) ;Meta Seguinte (C$) ;Meta Seguinte ($) ;Meta Seg. Nec (Q);Meta Seg. Nec (C$);Meta Seg. Nec ($);Estoque Futuro 2 (Q);Estoque Futuro 2 (C$);Estoque Futuro 2 ($);Leadtime Médio (Dias);Ped. Pendente [Dig] (Q);Ped. Pendente [Dig] ($);Data Pedido [Dig];Previsão Entrega [Dig];Ped. Pendente [999] (Q);Ped. Pendente [999] (C$);Data Pedido [999];Previsão Entrega [999];Faturado XML Central (Q);Sku + Descrição;Calc. Venda diária;Calc. Dias Estoque;Calc. Estoque Atual.;Calc. St Dias Estoque;Calc. Status Meta x Status Estoque;Calc. Validar Saúde;Calc. Formatado;Calc. Estoque T.  Produto;Calc. Total meta;Calc. Valid;Calc. Validar;Prop % 1_15;Compras >15; Est1 ; Valid Nec ;Calc; Valid2 ;Fut s/full;Exportar;Peso Liq Unit;Ação Shopee
1 ;1|1513;1513;RAÇÃO PREMIER NUTRIÇÃO CLÍNICA DIABETES CÃES ADULTOS PEQUENOS 2KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Sim;Sim;Não;Vendas;50,34 ;95,90 ;84,72 ;57 ;45 ;4.801 ;2.265 ;3.812 ;2.265 ;928 ;619 ;16,25%;29,1%;100 ;5.034 ;7.544 ;55 ;45%;Meta 50%;40% a 50%;0 ;0 ;0 ;79 ;3.997 ;6.728 ;0 ;0 ;0 ;-12 ;-988 ;0 ;34 ;180%;Acima de 100%;62 ;3.121 ;5.253 ;62 ;62 ;3.121 ;5.253 ;0 ;0 ;0 ;62 ;52 ;0 ;3.121 ;5.253 ;55;2.769;4.660;180%;Estoque maior que 100%;Acima de 100%;79 ;3.997 ;6.728 ;0 ;0 ;0 ;0 ;0 ;0 ;37 ;0 ;37;88;0;0;0;62;3.121;5.253;7;352;593;7;352;593;62 ;3.121 ;5.253 ;55 ;2.769 ;4.660 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;1513 - RAÇÃO PREMIER NUTRIÇÃO CLÍNICA DIABETES CÃES ADULTOS PEQUENOS 2KG;                                                   2,65 ;                                                           23 ;                                                               62 ;Sem Excesso;Meta 50%|Estoque maior que 100%;Vendas;Vendas;28 ;112 ;2;1;60,81%;                                         254 ;                            -   ;                                         -   ;2;                              45 ;                                     7 ; Sim ;                                               2 ;                                   1.513 
995 ;995|957;957;RAÇÃO GOLDEN GATOS ADULTOS CASTRADOS FRANGO 10,1KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Sim;Sim;Sim;OK;96,91 ;179,90 ;149,65 ;28 ;230 ;4.240 ;22.290 ;34.420 ;22.290 ;4.379 ;7.750 ;22,52%;16,4%;50 ;4.846 ;7.398 ;0 ;460%;Meta acima 100%;Acima de 100%;0 ;0 ;0 ;406 ;39.335 ;60.740 ;0 ;0 ;0 ;202 ;0 ;30.179 ;176 ;23%;20% a 30%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;40 ;3.877 ;5.986 ;40 ;48 ;8 ;3.877 ;5.986 ;0;0;0;23%;Meta Cumprida;20% a 30%;270 ;26.166 ;40.406 ;136 ;13.169 ;20.335 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;40;3.877;5.986;0;0;0;0;0;0;200 ;19.383 ;29.930 ;200 ;19.383 ;29.930 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;957 - RAÇÃO GOLDEN GATOS ADULTOS CASTRADOS FRANGO 10,1KG;                                                13,53 ;                                                              3 ;                                                               40 ;Sem Excesso;Meta acima 100%|Meta Cumprida;OK;OK;38 ;0 ;0;1;59,35%;                                               -   ;                            -   ;                                  130 ;2;                              48 ;                                    -   ; Sim ;                                           10 ;                                        957 
1 ;1|33070;33070;AREIA HIGIÊNICA SÍLICA GREAT PETS GROSSA 1,6KG;ATIVO;HIGIENE E LIMPEZA;GREAT PETS;Yasmin;Não;Sim;Não;Vendas + Compras;14,73 ;39,99 ;34,90 ;28 ;9 ;989 ;133 ;314 ;133 ;143 ;38 ;12,17%;51,9%;50 ;737 ;1.730 ;41 ;18%;Meta 25%;10% a 20%;0 ;0 ;0 ;16 ;234 ;554 ;0 ;0 ;0 ;-19 ;-675 ;0 ;7 ;1918%;Acima de 100%;132 ;1.945 ;4.607 ;132 ;132 ;1.945 ;4.607 ;0 ;0 ;0 ;132 ;25 ;0 ;1.945 ;4.607 ;41;604;1.431;1918%;Estoque maior que 100%;Acima de 100%;16 ;234 ;554 ;0 ;0 ;0 ;0 ;0 ;0 ;51 ;0 ;51;51;0;4;10;132;1.945;4.607;91;1.341;3.176;10;147;349;10 ;147 ;349 ;0 ;0 ;0 ;81 ;1.193 ;2.827 ;13;0;0;;;0;0;;;0 ;33070 - AREIA HIGIÊNICA SÍLICA GREAT PETS GROSSA 1,6KG;                                                   0,53 ;                                                       249 ;                                                           132 ;Com excesso;Meta 25%|Estoque maior que 100%;Vendas + Compras;Vendas + Compras;125 ;41 ;1;1;81,82%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                 91 ; Sim ;                                               2 ;                                               -   
1 ;1|2189;2189;PETISCO DREAMIES FRANGO 40G;ATIVO;ALIMENTAÇÃO;DREAMIES;Yasmin;Não;Sim;Não;Vendas Crítico;3,43 ;7,49 ;8,07 ;45 ;7 ;366 ;24 ;56 ;24 ;24 ;9 ;15,86%;49,5%;80 ;274 ;537 ;73 ;9%;Meta 25%;0% a 10%;23 ;79 ;186 ;12 ;42 ;100 ;0 ;0 ;0 ;-38 ;-309 ;0 ;5 ;934%;Acima de 100%;50 ;172 ;404 ;50 ;50 ;172 ;404 ;0 ;0 ;0 ;50 ;40 ;0 ;172 ;404 ;50;172;404;934%;Estoque até 75%;Acima de 100%;12 ;42 ;100 ;0 ;0 ;0 ;0 ;0 ;0 ;168 ;0 ;168;227;0;0;0;50;172;404;0;0;0;0;0;0;43 ;148 ;347 ;43 ;148 ;347 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;2189 - PETISCO DREAMIES FRANGO 40G;                                                   0,41 ;                                                       121 ;                                                               50 ;Com excesso;Meta 25%|Estoque até 75%;Vendas Crítico;Vendas Crítico;45 ;73 ;2;1;55,90%;                                               -   ;                            -   ;                                         -   ;2;                              40 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|34414;34414;PLAQUE-OFF ANIMAL INOVET 40G;ATIVO;FARMÁCIA;INOVET;Gelder;Sim;Sim;Não;Vendas;111,49 ;209,99 ;179,92 ;34 ;30 ;6.117 ;3.345 ;5.398 ;3.345 ;2.053 ;0 ;0,00%;38,0%;60 ;6.689 ;11.833 ;30 ;50%;Meta 75%;50% a 60%;0 ;0 ;0 ;53 ;5.902 ;9.525 ;0 ;0 ;0 ;-4 ;-720 ;0 ;23 ;196%;Acima de 100%;45 ;5.017 ;8.096 ;45 ;45 ;5.017 ;8.096 ;0 ;0 ;0 ;45 ;26 ;0 ;5.017 ;8.096 ;30;3.345;5.398;196%;Estoque maior que 100%;Acima de 100%;53 ;5.902 ;9.525 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;80;0;0;0;45;5.017;8.096;15;1.672;2.699;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;15 ;1.672 ;2.699 ;12;0;0;;;0;0;;;0 ;34414 - PLAQUE-OFF ANIMAL INOVET 40G;                                                   1,76 ;                                                           26 ;                                                               45 ;Sem Excesso;Meta 75%|Estoque maior que 100%;Vendas;Vendas;22 ;99 ;2;1;65,22%;                                               -   ;                            -   ;                                         -   ;2;                              11 ;                                 15 ; Sim ;                                               0 ;                                               -   
1 ;1|939;939;RAÇÃO GOLDEN FÓRMULA CÃES SÊNIOR ARROZ E FRANGO MINI BITS 10,1KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Sim;Sim;Não;Vendas;81,22 ;143,90 ;116,39 ;34 ;15 ;3.957 ;1.218 ;1.746 ;1.218 ;251 ;277 ;15,85%;17,1%;60 ;4.873 ;7.684 ;45 ;25%;Meta 50%;20% a 30%;0 ;0 ;0 ;26 ;2.150 ;3.081 ;0 ;0 ;0 ;-19 ;-2.211 ;0 ;11 ;907%;Acima de 100%;104 ;8.447 ;12.105 ;104 ;104 ;8.447 ;12.105 ;0 ;0 ;0 ;104 ;48 ;24 ;8.447 ;12.105 ;45;3.655;5.238;907%;Estoque maior que 100%;Acima de 100%;26 ;2.150 ;3.081 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;574;0;0;0;104;8.447;12.105;59;4.792;6.867;59;4.792;6.867;162 ;13.157 ;18.855 ;103 ;8.365 ;11.988 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;939 - RAÇÃO GOLDEN FÓRMULA CÃES SÊNIOR ARROZ E FRANGO MINI BITS 10,1KG;                                                   0,88 ;                                                       118 ;                                                           104 ;Com excesso;Meta 50%|Estoque maior que 100%;Vendas;Vendas;93 ;45 ;1;1;30,00%;                                         466 ;                            -   ;                                         -   ;2;                                 -   ;                                 59 ; Sim ;                                           10 ;                                        939 
1 ;1|869;869;SACHÊ FRISKIES ADULTOS PERU AO MOLHO 85G;ATIVO;ALIMENTAÇÃO;FRISKIES;Yasmin;Não;Sim;Não;Vendas;2,01 ;3,49 ;3,57 ;74 ;47 ;263 ;95 ;168 ;95 ;57 ;16 ;9,42%;37,7%;130 ;262 ;416 ;83 ;36%;Meta 50%;30% a 40%;3 ;6 ;11 ;83 ;167 ;296 ;0 ;0 ;0 ;-27 ;-95 ;0 ;36 ;223%;Acima de 100%;80 ;161 ;286 ;80 ;80 ;161 ;286 ;0 ;0 ;0 ;80 ;59 ;0 ;161 ;286 ;80;161;286;223%;Estoque maior 75%;Acima de 100%;83 ;167 ;296 ;0 ;0 ;0 ;0 ;0 ;0 ;36 ;0 ;36;321;0;0;0;80;161;286;0;0;0;0;0;0;35 ;70 ;125 ;35 ;70 ;125 ;0 ;0 ;0 ;5;0;0;;;0;0;;;0 ;869 - SACHÊ FRISKIES ADULTOS PERU AO MOLHO 85G;                                                   2,76 ;                                                           29 ;                                                               80 ;Sem Excesso;Meta 50%|Estoque maior 75%;Vendas;Vendas;44 ;83 ;2;1;69,15%;                                               -   ;                            -   ;                                         -   ;2;                              59 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|2132;2132;SACHÊ PEDIGREE ADULTOS PEQUENOS FRANGO AO MOLHO 100G;ATIVO;ALIMENTAÇÃO;PEDIGREE;Yasmin;Não;Sim;Não;Vendas Crítico;2,08 ;2,99 ;3,11 ;57 ;0 ;176 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;100 ;208 ;333 ;100 ;0%;Sem venda;0% a 10%;83 ;173 ;258 ;0 ;0 ;0 ;0 ;0 ;0 ;-57 ;-176 ;0 ;0 ;99900%;Acima de 100%;17 ;35 ;53 ;17 ;17 ;35 ;53 ;0 ;0 ;0 ;17 ;46 ;29 ;35 ;53 ;17;35;53;99900%;Estoque até 25%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;146 ;0 ;146;427;0;0;0;17;35;53;0;0;0;0;0;0;17 ;35 ;53 ;17 ;35 ;53 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;2132 - SACHÊ PEDIGREE ADULTOS PEQUENOS FRANGO AO MOLHO 100G;                                                   0,01 ;                                                  1.700 ;                                                               17 ;Com excesso;Sem venda|Estoque até 25%;Vendas Crítico;Vendas Crítico;17 ;100 ;2;1;30,00%;                                               -   ;                            -   ;                                         -   ;2;                              46 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|1017;1017;RAÇÃO GRAN PLUS MENU GATOS ADULTOS CASTRADOS SALMÃO E ARROZ 10,1KG;ATIVO;ALIMENTAÇÃO;GRAN PLUS;Yasmin;Não;Sim;Não;Vendas + Compras;96,89 ;179,90 ;169,90 ;28 ;0 ;4.814 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;50 ;4.844 ;8.495 ;50 ;0%;Sem venda;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;-28 ;-4.814 ;0 ;0 ;99900%;Acima de 100%;132 ;12.789 ;22.427 ;132 ;132 ;12.789 ;22.427 ;0 ;0 ;0 ;132 ;22 ;0 ;12.789 ;22.427 ;50;4.844;8.495;99900%;Estoque maior que 100%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;25 ;2 ;27;25;2;226;397;132;12.789;22.427;82;7.945;13.932;17;1.647;2.888;17 ;1.647 ;2.888 ;0 ;0 ;0 ;65 ;6.298 ;11.044 ;4;0;0;;;2;194;26/05/2026;30/05/2026;0 ;1017 - RAÇÃO GRAN PLUS MENU GATOS ADULTOS CASTRADOS SALMÃO E ARROZ 10,1KG;                                                   0,01 ;                                               13.200 ;                                                           132 ;Com excesso;Sem venda|Estoque maior que 100%;Vendas + Compras;Vendas + Compras;132 ;50 ;1;1;76,92%;                                            50 ;                            -   ;                                         -   ;2;                                 -   ;                                 82 ; Sim ;                                           10 ;                                               -   
997 ;997|20809;20809;RAÇÃO PREMIER NUTRIÇÃO CLÍNICA HIPOALERGÊNICO CÃES PEQUENOS CORDEIRO 2KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Sim;Sim;Sim;OK;51,89 ;99,90 ;88,80 ;102 ;148 ;9.058 ;7.679 ;13.142 ;7.679 ;5.463 ;0 ;0,00%;41,6%;180 ;9.339 ;16.013 ;32 ;82%;Meta acima 75%;80% a 90%;0 ;0 ;0 ;261 ;13.551 ;23.192 ;56 ;2.915 ;4.988 ;46 ;0 ;4.085 ;113 ;50%;50% a 60%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;57 ;2.957 ;5.062 ;57 ;98 ;41 ;2.957 ;5.062 ;32;1.660;2.842;50%;Estoque maior que 100%;50% a 60%;205 ;10.637 ;18.204 ;56 ;2.915 ;4.988 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;57;2.957;5.062;0;0;0;0;0;0;150 ;7.783 ;13.320 ;150 ;7.783 ;13.320 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;20809 - RAÇÃO PREMIER NUTRIÇÃO CLÍNICA HIPOALERGÊNICO CÃES PEQUENOS CORDEIRO 2KG;                                                   8,71 ;                                                              7 ;                                                               57 ;Sem Excesso;Meta acima 75%|Estoque maior que 100%;OK;OK;42 ;196 ;2;1;38,65%;                                               -   ;                            -   ;                                  257 ;2;                              98 ;                                    -   ; Sim ;                                               2 ;                                               -   
995 ;995|1723;1723;SIMPARIC 10MG 2,6KG A 5KG 1 COMPRIMIDO;ATIVO;FARMÁCIA;ZOETIS;Gelder;Sim;Sim;Sim;Vendas + Compras;43,62 ;79,99 ;77,54 ;164 ;1 ;12.742 ;44 ;78 ;44 ;24 ;10 ;13,35%;35,1%;290 ;12.650 ;17.101 ;289 ;0%;Meta 25%;0% a 10%;0 ;0 ;0 ;2 ;77 ;137 ;0 ;0 ;0 ;-163 ;-12.665 ;0 ;1 ;79508%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;608 ;26.521 ;47.144 ;608 ;174 ;0 ;26.521 ;47.144 ;289;12.606;22.409;79508%;Estoque maior que 100%;Acima de 100%;2 ;77 ;137 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;608;26.521;47.144;319;13.915;24.735;319;13.915;24.735;360 ;15.703 ;27.914 ;41 ;1.788 ;3.179 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;1723 - SIMPARIC 10MG 2,6KG A 5KG 1 COMPRIMIDO;                                                   0,06 ;                                               10.336 ;                                                           608 ;Com excesso;Meta 25%|Estoque maior que 100%;Vendas + Compras;Vendas + Compras;816 ;1.200 ;2;1;66,25%;                                               -   ;                     457 ;                                  265 ;1;                                 -   ;                                    -   ; Sim ;                                              -   ;                                   1.723 
1 ;1|932;932;RAÇÃO GOLDEN FÓRMULA CÃES ADULTOS FRANGO E ARROZ MINI BITS 15KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Sim;Sim;Não;OK;99,64 ;165,89 ;170,10 ;28 ;74 ;4.820 ;7.373 ;12.587 ;7.373 ;3.466 ;1.748 ;13,89%;32,0%;50 ;4.982 ;7.722 ;0 ;148%;Meta acima 100%;Acima de 100%;0 ;0 ;0 ;131 ;13.012 ;22.213 ;0 ;0 ;0 ;46 ;0 ;7.768 ;57 ;53%;50% a 60%;30 ;2.989 ;5.103 ;30 ;30 ;2.989 ;5.103 ;0 ;0 ;0 ;30 ;32 ;2 ;2.989 ;5.103 ;0;0;0;53%;Meta Cumprida;50% a 60%;104 ;10.363 ;17.690 ;27 ;2.649 ;4.523 ;0 ;0 ;0 ;45 ;3 ;48;293;0;0;0;30;2.989;5.103;0;0;0;0;0;0;78 ;7.772 ;13.268 ;78 ;7.772 ;13.268 ;0 ;0 ;0 ;7;0;0;;;3;299;15/06/2026;22/06/2026;0 ;932 - RAÇÃO GOLDEN FÓRMULA CÃES ADULTOS FRANGO E ARROZ MINI BITS 15KG;                                                   4,35 ;                                                              7 ;                                                               30 ;Sem Excesso;Meta acima 100%|Meta Cumprida;OK;OK;-27 ;0 ;0;1;30,00%;                                               -   ;                            -   ;                                         -   ;2;                              32 ;                                    -   ; Sim ;                                           15 ;                                               -   
1 ;1|26731;26731;RAÇÃO ROYAL CANIN VETERINARY FELINE RENAL SPECIAL 400G;ATIVO;ALIMENTAÇÃO;ROYAL CANIN;Yasmin;Não;Não;Não;OK;25,28 ;44,90 ;56,22 ;0 ;7 ;0 ;177 ;394 ;177 ;140 ;76 ;19,40%;44,2%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;12 ;312 ;694 ;0 ;0 ;0 ;7 ;0 ;394 ;5 ;2186%;Acima de 100%;117 ;2.958 ;6.578 ;117 ;117 ;2.958 ;6.578 ;0 ;0 ;0 ;117 ;0 ;14 ;2.958 ;6.578 ;0;0;0;2186%;Meta Cumprida;Acima de 100%;12 ;312 ;694 ;0 ;0 ;0 ;0 ;0 ;0 ;18 ;0 ;18;18;0;0;0;117;2.958;6.578;112;2.822;6.277;10;253;562;10 ;253 ;562 ;0 ;0 ;0 ;102 ;2.570 ;5.715 ;4;0;0;;;0;0;;;0 ;26731 - RAÇÃO ROYAL CANIN VETERINARY FELINE RENAL SPECIAL 400G;                                                   0,41 ;                                                       284 ;                                                           117 ;Com excesso;Sem meta|Meta Cumprida;OK;OK;112 ;30 ;1;1;100,00%;                                            39 ;                            -   ;                                         -   ;2;                                 -   ;                              112 ; Sim ;                                               1 ;                                               -   
997 ;997|965;965;RAÇÃO GOLDEN GATOS ADULTOS CASTRADOS SALMÃO 3KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Sim;Sim;Sim;OK;43,29 ;76,90 ;67,00 ;85 ;130 ;5.695 ;5.627 ;8.710 ;5.627 ;3.083 ;0 ;0,00%;35,4%;150 ;6.493 ;10.037 ;20 ;87%;Meta acima 75%;80% a 90%;0 ;0 ;0 ;229 ;9.930 ;15.371 ;0 ;0 ;0 ;45 ;0 ;3.015 ;99 ;151%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;150 ;6.493 ;10.050 ;150 ;85 ;0 ;6.493 ;10.050 ;20;866;1.340;151%;Estoque maior que 100%;Acima de 100%;229 ;9.930 ;15.371 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;150;6.493;10.050;51;2.190;3.389;51;2.190;3.389;150 ;6.493 ;10.050 ;99 ;4.303 ;6.661 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;965 - RAÇÃO GOLDEN GATOS ADULTOS CASTRADOS SALMÃO 3KG;                                                   7,65 ;                                                           20 ;                                                           150 ;Sem Excesso;Meta acima 75%|Estoque maior que 100%;OK;OK;7 ;254 ;2;1;58,31%;                                               -   ;                            -   ;                                  219 ;2;                              34 ;                                    -   ; Sim ;                                               3 ;                                               -   
1 ;1|26430;26430;SACHÊ PREMIER GOURMET GATOS FILHOTES PEITO DE FRANGO E ARROZ INTERGRAL 70G;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Sim;Não;Vendas Crítico;4,38 ;7,49 ;6,84 ;130 ;5 ;891 ;22 ;34 ;22 ;5 ;7 ;21,90%;18,0%;230 ;1.008 ;1.576 ;225 ;2%;Meta 25%;0% a 10%;97 ;425 ;663 ;9 ;39 ;60 ;0 ;0 ;0 ;-125 ;-857 ;0 ;4 ;3348%;Acima de 100%;128 ;561 ;876 ;128 ;128 ;561 ;876 ;0 ;0 ;0 ;128 ;123 ;0 ;561 ;876 ;128;561;876;3348%;Estoque até 75%;Acima de 100%;9 ;39 ;60 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;108;0;0;0;128;561;876;0;0;0;0;0;0;177 ;776 ;1.211 ;177 ;776 ;1.211 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;26430 - SACHÊ PREMIER GOURMET GATOS FILHOTES PEITO DE FRANGO E ARROZ INTERGRAL 70G;                                                   0,29 ;                                                       435 ;                                                           128 ;Com excesso;Meta 25%|Estoque até 75%;Vendas Crítico;Vendas Crítico;124 ;225 ;2;1;76,34%;                                         200 ;                            -   ;                                         -   ;2;                          123 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|33100;33100;SACHÊ PREMIER NUTRIÇÃO CLÍNICA OBESIDADE CÃES 85G;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Sim;Não;Vendas Crítico;7,75 ;12,90 ;12,13 ;85 ;25 ;1.031 ;194 ;303 ;194 ;62 ;48 ;15,75%;24,2%;150 ;1.162 ;1.851 ;125 ;17%;Meta 25%;10% a 20%;99 ;767 ;1.201 ;44 ;342 ;535 ;0 ;0 ;0 ;-60 ;-728 ;0 ;19 ;136%;Acima de 100%;26 ;201 ;315 ;26 ;26 ;201 ;315 ;0 ;0 ;0 ;26 ;74 ;48 ;201 ;315 ;26;201;315;136%;Estoque até 25%;Acima de 100%;44 ;342 ;535 ;0 ;0 ;0 ;0 ;0 ;0 ;24 ;0 ;24;93;0;0;0;26;201;315;0;0;0;0;0;0;64 ;496 ;776 ;64 ;496 ;776 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;33100 - SACHÊ PREMIER NUTRIÇÃO CLÍNICA OBESIDADE CÃES 85G;                                                   1,47 ;                                                           18 ;                                                               26 ;Sem Excesso;Meta 25%|Estoque até 25%;Vendas Crítico;Vendas Crítico;7 ;125 ;2;1;59,72%;                                         120 ;                            -   ;                                         -   ;2;                              74 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|28118;28118;RAÇÃO FÓRMULA NATURAL VET CARE RENAL GATOS ADULTOS 1,5KG;ATIVO;ALIMENTAÇÃO;FÓRMULA NATURAL;Yasmin;Sim;Sim;Não;Vendas Crítico;52,67 ;102,90 ;88,49 ;45 ;11 ;4.012 ;579 ;973 ;579 ;258 ;136 ;13,98%;30,8%;80 ;4.214 ;6.846 ;69 ;14%;Meta 25%;10% a 20%;67 ;3.529 ;5.929 ;19 ;1.022 ;1.718 ;6 ;338 ;567 ;-34 ;-3.038 ;0 ;8 ;24%;20% a 30%;2 ;105 ;177 ;2 ;2 ;105 ;177 ;0 ;0 ;0 ;2 ;57 ;102 ;105 ;177 ;2;105;177;24%;Estoque até 25%;20% a 30%;13 ;685 ;1.150 ;6 ;338 ;567 ;0 ;0 ;0 ;0 ;0 ;0;107;0;0;0;2;105;177;0;0;0;0;0;0;97 ;5.109 ;8.584 ;97 ;5.109 ;8.584 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;28118 - RAÇÃO FÓRMULA NATURAL VET CARE RENAL GATOS ADULTOS 1,5KG;                                                   0,65 ;                                                              3 ;                                                                  2 ;Sem Excesso;Meta 25%|Estoque até 25%;Vendas Crítico;Vendas Crítico;-6 ;69 ;2;1;73,20%;                                         120 ;                            -   ;                                         -   ;2;                              57 ;                                    -   ; Sim ;                                               2 ;                                               -   
1 ;1|15708;15708;SACHÊ SPECIAL DOG ADULTOS FRANGO 100G;ATIVO;ALIMENTAÇÃO;SPECIAL DOG;Yasmin;Não;Sim;Não;Vendas Crítico;1,63 ;2,99 ;3,02 ;28 ;0 ;86 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;50 ;82 ;151 ;50 ;0%;Sem venda;0% a 10%;30 ;49 ;91 ;0 ;0 ;0 ;0 ;0 ;0 ;-28 ;-86 ;0 ;0 ;99900%;Acima de 100%;20 ;33 ;60 ;20 ;20 ;33 ;60 ;0 ;0 ;0 ;20 ;27 ;7 ;33 ;60 ;20;33;60;99900%;Estoque até 50%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;90 ;0 ;90;311;0;0;0;20;33;60;0;0;0;0;0;0;20 ;33 ;60 ;20 ;33 ;60 ;0 ;0 ;0 ;11;0;0;;;0;0;;;0 ;15708 - SACHÊ SPECIAL DOG ADULTOS FRANGO 100G;                                                   0,01 ;                                                  2.000 ;                                                               20 ;Com excesso;Sem venda|Estoque até 50%;Vendas Crítico;Vendas Crítico;20 ;50 ;2;1;30,00%;                                            24 ;                            -   ;                                         -   ;2;                              27 ;                                    -   ; Sim ;                                               0 ;                                               -   
